kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
RISMIYATUN,Rismiyatun,B,Kurikulum 2013,-,KB SADEWO,F4A83BEE2A129A745CE1,69839803,Swasta,KB,Lainnya,421/109/KPTS/2012,2011-12-01,421/109/KPTS/2012,2012-03-12,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839803 KB SADEWO,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,3 Mb,KEBONROMO,KEBONROMO,Giripurwo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,-7,110,33,11
PLT - NOVIKA ROHCHRISMA PAMULAD,Rokhani,,Kurikulum 2013,-,KB SRIKANDI,C27EE3DA1DED1F9046C6,69839804,Swasta,KB,Lainnya,,,421/116/KPTS/2012,2012-03-12,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839804 KB SRIKANDI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,BANJARAN,BANJARAN,GIRIPURWO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,51,18
SUMIWARNA,Nurnaningsih,B,Kurikulum 2013,-,KB TUNAS BANGSA,4BCA9E4B74BFD8CA4B6D,69839809,Swasta,KB,Lainnya,,,007 TAHUN 2013,2013-02-07,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839809 KB TUNAS BANGSA,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,TILENG,TILENG,PENDOWOREJO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,52,24
PLT - KASMIYATI,Sudaryati,C,Kurikulum 2013,-,KB TUNAS HARAPAN,E22BCD411CB64EE07FFC,69839816,Swasta,KB,Lainnya,,,421.9/1872,2007-03-13,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839816 KB TUNAS HARAPAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,3 Mb,WONOSARI,Wonosari,PURWOSARI,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,-5,114,19,10
SARNO,Suparyanti,C,Kurikulum 2013,-,KB TUNAS HARAPAN,3FFCA3B1191C09873BF2,69839808,Swasta,KB,Yayasan,,,4219 / 2317,2008-03-23,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839808 KB TUNAS HARAPAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,3 Mb,MUTEN,MUTEN,PENDOWOREJO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,6,3
Karman,Rahmat Santoso,A,Kurikulum 2013,-,SDN WOTAWATI GIRISUBO,328C1D9F561C235A4FEB,20402062,Negeri,SD,Pemerintah Daerah,125/KPTS/1991,1991-04-01,125/KPTS/1991,1991-04-01,Tidak ada,BPD DIY,Wonosari,SDN Wotawati,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,30 Mb,"Bendo, Jerukwudel, Girisubo, Gunungkidul",Bendo,Jerukwudel,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,0,0
PLT - SUTILAH,Sutilah,,Kurikulum 2013,-,KB TUNAS INSAN MANDIRI,A976D3EB9DF082158805,69839791,Swasta,KB,Lainnya,,,4219/1870,2008-07-31,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839791 KB TUNAS INSAN MANDIRI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,KEMBANG,KEMBANG,JATIMULYO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,45,10
PLT - Tarsisius Sugiyanta,Ridhu Yesanto,A,Kurikulum 2013,-,SD BOPKRI KARANGAWEN GIRISUBO,4B9912582A519F7A466D,20402168,Swasta,SD,Yayasan,239/Um-BP/VIII/1992,1992-08-21,125/KPTS/1991,1991-04-01,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG KARANGMOJO...,SDBOPKRIKARANGAWENGIRISUBOGK...,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,"Karangawen, Girisubo, Gunungkidul",Kepuh,Karangawen,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,1,1
PLT - SURYANI,Isti Zumaroh,,Kurikulum 2013,-,KB TUNAS MELATI,7206F7D764FD48735A51,69839820,Swasta,KB,Lainnya,,,421.9/1867,2008-07-31,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839820 KB TUNAS MELATI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,3 Mb,NGAGLIK,NGAGLIK,PURWOSARI,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,26,13
ANIS OKTAVIA,ANIS OKTAVIA,C,Kurikulum 2013,Pagi,KB MUTIARA BUNDA DOHOAGUNG,0EFAE81E0DDF1E185871,69874790,Swasta,KB,Yayasan,7459/W/IV/2015,2015-04-01,503.67/164/437.74/2021,2021-05-31,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874790 KB MUTIARA BUNDA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,5 Mb,Jl. Kahuripan,KAHURIPAN,Dohoagung,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
Ruslan,MALINDA,,Kurikulum 2013,-,SD MUHAMMADIYAH UNGGULAN AL-FALAH GIRISUBO,6EB2E349105B48EF9EC4,70024066,Swasta,SD,Yayasan,193/KEP/III.0/D/2020,2020-11-11,114/KPTS/2020,2020-10-05,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,3500,Tidak Ada,"Jalan Sadeng Km 5, Nglindur, Girisubo",NGLINDUR WETAN,Nglindur,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55884,-8,110,4,1
SUYANTI,Suparti,C,Kurikulum 2013,-,KB TUNAS MULIA,2F00E1B1FF78228840B3,69839786,Swasta,KB,Lainnya,,,421/029/KPTS/2011,2011-04-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839786 KB TUNAS MULIA,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,SOKOMOYO,SOKOMOYO,JATIMULYO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,1,1
Wahono Budi Rustanto,ISRONI WULANDARI,A,Kurikulum 2013,-,SMP NEGERI 1 GIRISUBO,4DC8B82BBB5D42A914B3,20402003,Negeri,SMP,Pemerintah Pusat,0557/0/1984,1984-11-20,01492/H/1986,1986-06-01,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG  RONGKOP...,SMPNIGIRISUBOGUNUNGKIDUL...,Bersedia Menerima,-,Belum Bersertifikat,PLN,7900,30 Mb,"Jl Sadeng Km. 9, Jeruk Wudel, Girisubo, Gunungkidul",Duwet,Jerukwudel,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,1,7
WINDA ROHMATUL UMAH,ASYATUL FATIMAH,B,Kurikulum 2013,Pagi,KB MUTIARA KASIH,5602E608109D1D7FC954,69874770,Swasta,KB,Yayasan,7591/W/X/2015,2015-10-19,503.2.34/164/437.74/2020,2020-12-03,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874770 KB MUTIARA KASIH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,500 Mb,Desa Dapet,dapet,Dapet,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,2,1
PARJA,Warsinem,B,Kurikulum 2013,-,KB WIJAYA KUSUMA,75BA43FF069CFF3D3FF1,69839813,Swasta,KB,Lainnya,01/KB.WK/VI/2004,2004-06-10,242.9 / 2303,2008-10-25,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839813 KB WIJAYA KUSUMA,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,20 Mb,KRIKIL,KRIKIL,Pendoworejo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,57,27
Suprapto,Rahayuni Dwi Qoriati,A,Kurikulum 2013,-,SMP NEGERI 2 GIRISUBO,1DF4E3A3B0E602E586CF,20401996,Negeri,SMP,Pemerintah Daerah,107/0/1997,1997-05-16,107/0/1997,1997-05-16,Tidak ada,BPD DIY,Karangmojo,SMPN 2 GIRISUBO,Bersedia Menerima,-,Belum Bersertifikat,PLN,3300,3 Mb,Pelem,Pelem,Jepitu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,3,10
HANIK MUDLIKAH,Hervinta Berliyana Manalu,,Kurikulum 2013,Pagi,KB NUSA HARAPAN,829D04635AB7A3B298E7,69874772,Swasta,KB,Yayasan,7588/W/X/2015,2015-10-19,503.67/253/437.74/2021,2021-10-04,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874772 KB NUSA HARAPAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,10 Mb,DESA SEKARPUTIH,SEKARPUTIH,Sekarputih,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,7,2
Agus Purwadi,Cahyo Nugroho,B,Kurikulum 2013,-,SMP NEGERI 3 GIRISUBO,0D09F31CDF07067538A2,20407377,Negeri,SMP,Pemerintah Daerah,27/KPTS/2008,2008-02-06,27/KPTS/2008,2008-02-06,Tidak ada,Bank BPD,Karangmojo,SMP N 3 GIRISUBO,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,20 Mb,Joho,Joho,Songbanyu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,0,0
ALFI HIDAYATIN,ALFI HIDAYATIN,,Kurikulum 2013,Pagi,KB NUSA INDAH,5A72FE5C94C223BE7D61,69874792,Swasta,KB,Yayasan,7595/W/X/2015,2015-10-21,503.9.1/.66/437.74/2022,2022-12-15,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874792 KB NUSA INDAH,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,500 Mb,Jl. Raya Klotok RT 001 RW 001,KLOTOK,Klotok,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
SUMINEM,Ria Duljanh,,Kurikulum 2013,Pagi,KB WIJO KONGKO,7AD03A11F077AF8039AE,69839805,Swasta,KB,Lainnya,,,421/115/KPTS/2011,,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839805 KB WIJO KONGKO,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,Tidak Ada,PENGGUNG,PENGGUNG,GIRIPURWO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,69,25
,,,,-,SMP TAMAN DEWASA SONGBANYU GIRISUBO,391FC608F0728E52B58F,20407331,Swasta,SMP,Lainnya,585/P/6-16/Kb/72,1972-11-19,0237/H/1986,1986-05-01,Tidak ada,BPD,cabang,SMP TAMAN DEWASA SONGBANYU,-,-,-,-,,,Songbanyu Girisubo Gunungkidul,Songbanyu I,Songbanyu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,2,2
Nugroho Wibowo,FREDA ADI FARDANA,A,Kurikulum 2013,Sehari penuh (5 h/m),SMKN 1 GIRISUBO,48F84E18E71501BE02CC,20402091,Negeri,SMK,Pemerintah Daerah,143/KPTS/2004,2004-11-01,143/KPTS/2004,2004-11-01,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG WONOSARI...,SMKN1GIRISUBO...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,41500,300 Mb,"JL. WEDIOMBO KM 0,5",Jepitu,Jepitu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,2,10
MURWANTINI,Murwantini,,Kurikulum 2013,-,KB WISNU MURTI,65297BC7497B383B43DC,69839806,Swasta,KB,Yayasan,421/108/KPTS/2012,2011-12-01,421 / 108 / KPTS / 2012,2012-03-12,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839806 KB WISNU MURTI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,NGLENGKONG,NGLENGKONG,Giripurwo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,10,3
MUJIANAH,MUJIANAH,,Kurikulum 2013,Pagi,KB PERMATA BUNDA,D01CC2456702643C5D9A,69874771,Swasta,KB,Yayasan,7426/W/II/2015,2015-02-04,503.2.34/180/437.74/2020,2020-12-07,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874771 KB PERMATA BUNDA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,30 Mb,Dusun Wonorejo RT 002 RW 001,WONOREJO,Wonorejo,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
SUTIJEM,Yenni Wulandari,Terakreditasi,Kurikulum 2013,-,KB YOGA KHAYANGAN,C8E6E5956C5A54B8C45F,69878440,Swasta,KB,Lainnya,AHU-253.02.01,2014-03-08,042 TAHUN 2013,2013-03-13,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69878440 KB YOGA KHAYANGAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,JETIS RT 36 RW 16,JETIS,Pendoworejo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,36,16
Suripmiyati,SARMADI,B,Kurikulum 2013,Pagi,SMK TAMAN KARYA MADYA TEHNIK,B924F2E05ACB294BE50E,20407360,Swasta,SMK,Yayasan,421/1092/KPTS/2005,2005-06-16,421/1092/KPTS/2005,2005-06-16,Tidak ada,BANK BPD . DIY,KARANGMOJO,SMK TAMAN KARYA MADYA TEKNIK,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,30 Mb,SONGBANYU SADENG,Songbanyu I,Songbanyu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,1,2
SULISTIANAH,Sulistiyanah,,Kurikulum 2013,-,KB SATU ATAP KARANGSEMANDING,20AF083C26B6EA3E4460,70024807,Swasta,KB,Yayasan,503.67/263/437.74/2021,2021-10-06,503.67/263/437.74/2021,2021-10-06,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,70024807 KB SATAP KRSEMANDING,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,3 Mb,Dusun Karangmalang RT 002 RW 001,KARANG MALANG,Karangsemanding,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,0,0,1,1
PLT - PARJIYEM,Setya Purwaningsih,B,Kurikulum 2013,-,KB YUDHISTIRA,DAF33939B7E37DD558FF,69839807,Swasta,KB,Lainnya,45/KPTS/XII/2011,2011-12-01,421 / 112 / KPTS / 2012,2011-12-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839807 KB YUDHISTIRA,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,30 Mb,PRINGAPUS,pringapus,Giripurwo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,76,28
WARNA,HIDAYAT RIANTO,C,Kurikulum 2013,Siang,PKBM KARYA MANDIRI,B6B0ACD0BB389E934E01,P2963551,Swasta,PKBM,Yayasan,23/ KAB. GUNUNGKIDUL,2007-04-26,421.9/0343,2019-01-02,Tidak ada,BDG,BANG DAERAH GUNUNGKIDUL,PKBM KARYA MANDIRI,Bersedia Menerima,Siang,Belum Bersertifikat,PLN,450,3 Mb,"Jepitu, Girisubo, Kab.Gunungkidul, D.I. Yogyakarta",Pendowo,Jepitu,Kec. Girisubo,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55883,-8,110,2,6
PLT - Tursidah,dwi firawati,B,Kurikulum 2013,-,KBA ROUDHOTUL JANNAH,03CE49FE9FD26D7EB9CF,69839792,Swasta,KB,Yayasan,010/PWA/D/KB/IV/2007,2007-04-23,421.9/0326,2005-01-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839792 KBA ROUDHOTUL JANNAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,897,Tidak Ada,JONGGRANGAN,JONGGRANGAN,Jatimulyo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,97,23
Anisa Ashari,IIS HARIATI,,Kurikulum 2013,Pagi,KB TASWIRUL AFKAR,0F23F0AB5721158CE93C,69874775,Swasta,KB,Yayasan,7589/W/X/2015,2015-10-15,503.2.34/138/437.74/2020,2020-11-24,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874775 KB TASWIRUL AFKAR,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,5 Mb,Jl. Jambu No 21,Karangsemanding,Karangsemanding,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
SUPARSIYAH,Suparsiyah,,Kurikulum 2013,-,KELOMPOK BERMAIN ARGO MUJIL,CE883D615F7029A5AA93,69917209,Swasta,KB,Lainnya,421.9/2315,2008-10-28,421.9/2315,2008-10-28,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69917209 KELOMPOK BERMAIN ARGO MUJIL,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,3 Mb,TEMPEL,TEMPEL,Pendoworejo,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,22,11
SUWARNI,partini,B,Kurikulum 2013,-,TK NEGERI TANJUNGSARI,49BA0A6AE1A4F14A36EB,20408370,Negeri,TK,Pemerintah Daerah,102/KPTS/2013,2013-01-29,102/KPTS/2013,2013-01-29,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408370 TK NEGERI TANJUNGSARI,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,20 Mb,GUYANGAN,Guyangan,Kemiri,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,3,4
NOR KHASANAH,puspitaningsih,,Kurikulum 2013,Pagi,KB TUNAS BAHAGIA,A8DB67BBDF708420EBE7,69874791,Swasta,KB,Yayasan,421.9/555/437.53/2013,2013-08-01,503.67/149/437.74/2021,2021-05-31,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874791 KB TUNAS BAHAGIA,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,3 Mb,Jl. Raya Pinggir RT 001 RW 001,Pinggir,Pinggir,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-5,114,1,1
NURKAHONO,NURKAHONO,,Kurikulum 2013,-,POS PAUD NGUDI SARAS,70F483F55F208E791474,69839817,Swasta,KB,Lainnya,,,025 TAHUN 2013,1900-01-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69839817 POS PAUD NGUDI SARAS,Bersedia Menerima,-,Belum Bersertifikat,-,900,Tidak Ada,PONCES,Ponces,PURWOSARI,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,46,23
SITI FATIMAH,SURTINI,C,Kurikulum 2013,-,TK ABA BANJAREJO I,9A425F0EFDEFF097E6DC,20408330,Swasta,TK,Yayasan,135/PW/D/PTK/2004,2004-03-01,421/022/KPTS/2008,2008-02-14,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408330 TK ABA BANJAREJO I,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,20 Mb,Jarah,jarah,Banjarejo,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,47,13
LIA NOVIANA,LIA NOVIANA,B,Kurikulum 2013,-,KB TUNAS BANGSA,3861236B3C7C3788A401,69874773,Swasta,KB,Yayasan,7424/W/II/2015,2015-02-04,503.2.34/166/437.74/2020,2020-12-03,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874773 KB TUNAS BANGSA,Bersedia Menerima,-,Belum Bersertifikat,-,950,50 Mb,Dusun Wotansari RT 002 RW 001,WOTANSARI,Wotansari,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,2,1
KARSINI,ROHMINUR KHASANAH,A,Kurikulum 2013,-,TK ABA BANJAREJO II,DF746FA154D737A659D2,20408331,Swasta,TK,Yayasan,136/PW/D/PTK/2004,2004-03-01,421/022/KPTS/2008,2008-02-14,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408331 TK ABA BANJAREJO II,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,3 Mb,Ngepoh,NGEPOH,Banjarejo,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,32,8
SITI NUR KHOIRIYAH,SITI NUR KHOIRIYAH,B,Kurikulum 2013,Pagi,KB TUNAS HARAPAN,D24CDF715357DC7E980F,69874766,Swasta,KB,Yayasan,7592/W/X/2015,2015-10-19,503.2.34/92/437.74/2020,2020-10-21,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874766 KB TUNAS HARAPAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,450,1 Mb,Desa Jombangdelik RT 001 RW 003,,Jombangdelik,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
SUNARTI,RITA,B,Kurikulum 2013,-,TK ABA BANJAREJO III,A864568FE04962C3AB75,20408334,Swasta,TK,Yayasan,146/PW/D/PTK/2004,2004-03-01,421/022/KPTS/2008,2008-02-14,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408334 TK ABA BANJAREJO III,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,5 Mb,Keruk,Keruk,Banjarejo,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,73,20
SUIRAH,WIRATMI,A,Kurikulum 2013,Sehari penuh (5 h/m),TK ABA BARENG,951659D612753F5E7647,20408338,Swasta,TK,Yayasan,216/ PW/ D/ PTK/ 2004,2004-03-01,421/ 022/ KPTS/ 2008,2008-02-14,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408338 TK ABA BARENG,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,450,20 Mb,BARENG,BARENG,Kemiri,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,2,8
Istikomah Mayangsari,ARI DIAH MUSTIKANINGSIH,,Kurikulum 2013,-,KB TUNAS INDAH,97273B875DD9F152893F,69874785,Swasta,KB,Yayasan,421.9/116/403.53/SK/2007,2007-06-05,503.9.1/16/437.74/2023,2023-03-31,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874785 KB TUNAS INDAH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,10 Mb,Jl Sawunggaling No 01 Dusun Mojoroto,Mojoroto,Balongpanggang,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,,
SITI MUNIROH,SITI MUNIROH,A,Kurikulum 2013,-,KB.AR ROSYID,B371C8167374CC2D3DB5,69874780,Swasta,KB,Yayasan,7600/W/X/2015,2015-10-23,503.67/277/437.74/2021,2021-10-13,Tidak ada,BPD JAWA TIMUR,CAPEM BALONGPANGGANG,69874780 KB.AR ROSYID,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,Dusun Pilangrejo RT. 001 RW. 001,PILANGREJO,Kedungpring,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,-7,112,1,1
SAWAL,Catur Wahyuningsih,B,Kurikulum 2013,-,POS PAUD ABIMANYU,F7CC14E4EC25A62976CD,69840004,Swasta,SPS,Lainnya,,,421/123/KPTS/2012,2011-12-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM GIRIMULYO,69840004 POS PAUD ABIMANYU,Bersedia Menerima,-,Proses Sertifikasi,-,450,Tidak Ada,GUNUNG KELIR,GUNUNG KELIR,JATIMULYO,Kec. Girimulyo,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55674,0,0,30,7
SURYANTI,SURYANTI,B,Kurikulum 2013,-,TK ABA GADUHAN,EE8AF22E92D27DE41CC2,20408349,Swasta,TK,Yayasan,36/PWA/D/PTK/2005,2005-09-09,421.1/06/KPTS/2007,2007-02-08,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408349 TK ABA GADUHAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,3 Mb,GADUHAN,GADUHAN,Hargosari,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,4,8
IMAM  NGABID,IMAM NGABID,B,Kurikulum 2013,Sehari penuh (5 h/m),TK ABA JRAKAH,0EFAC003F36DA4EB47F7,20408346,Swasta,TK,Yayasan,35/PWA/D/PTK/2005,2005-09-09,421/022/Kpts/2008,2008-02-14,Tidak ada,BPD YOGYAKARTA,CAPEM ARGOSARI (SAMPING PASAR ARGOSARI WONOSARI),20408346 TK ABA JRAKAH,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,30 Mb,JRAKAH,JRAKAH,Hargosari,Kec. Tanjungsari,Kab. Gunung Kidul,Prov. D.I. Yogyakarta,55881,-8,110,6,7
ISMINARTI,Siti Nur Alifah,,Kurikulum 2013,Pagi,SPS BUNGA BANGSA,B6DF376A1BF2439D02E9,70034845,Swasta,SPS,Yayasan,503.9.1/12/437.74/2022,2022-04-06,503.9.1/12/437.74/2022,2022-04-06,Tidak ada,,,,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Tidak Ada,Desa Wahas RT 001 RW 002,wahas,Wahas,Kec. Balong Panggang,Kab. Gresik,Prov. Jawa Timur,61173,0,0,1,2
