kepsek,operator,akreditasi,kurikulum,waktu,nama_sekolah,sekolah_id,npsn,status,bentuk_pendidikan,status_kepemilikan,sk_pendirian_sekolah,tanggal_sk_pendirian,sk_izin_operasional,tanggal_sk_izin_operasional,kebutuhan_khusus,nama_bank,kcp,nama_di_rek,status_bos,waku_penyelenggaraan,sertifikasi_iso,sumber_listrik,daya_listri,akses_internet,alamat,dusun,desa_kelurahan,kecamatan,kabupaten,provinsi,kode_pos,lintang,bujur,rt,rw
NUR AISYAH,YULIAWATI,,Kurikulum 2013,-,KB KESUMA BANGSA,26D1A50581EBF8BBC295,69874717,Swasta,KB,Yayasan,421.9/616/403.53/SK/2008,2008-04-07,503.67/46/437.74/2021,2021-03-24,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874717 KB KESUMA BANGSA,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,5 Mb,DUSUN TUGU,TUGU,Jono,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,-7,112,1,2
Antonius Haryanto,Ambrosius Desan Pradarto,A,Kurikulum 2013,Sehari penuh (5 h/m),SMAS STELLA DUCE 2,182A3E196F944770ECA3,20403146,Swasta,SMA,Yayasan,03 / I 13. 12/ E. 1985,1985-01-07,011 / I 13 / H / Kpts / 1989,1989-01-16,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG SENOPATI...,SMASTELLADUCE2YOGYAKARTA/BOSDA...,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,44000,50 Mb,Jalan dr. Sutomo 16,Baciro,Baciro,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55225,-7,110,6,2
WAHYUDI,LAILATUL NIKMAH S.Pd,B,Kurikulum 2013,Pagi,POS PAUD DAHLIA,3EB7DB0C0FD275EED4EF,69839938,Swasta,SPS,Yayasan,421.9/0260,2006-01-16,421.9/0260,2006-01-16,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839938 POS PAUD DAHLIA,Bersedia Menerima,Pagi,Belum Bersertifikat,-,450,Tidak Ada,PERENG,Pereng,Sendangsari,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55647,0,0,37,19
UMMU NISWATIN,ANIES AGUSTININGSIH,,Kurikulum 2013,-,SPS SEDAP MALAM,BC84D41A107BAB0AF85B,69978164,Swasta,SPS,Yayasan,503.2.19/07/437.74/2017,2018-03-01,503.67/103/437.74/2021,2021-05-11,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69978164 SPS SEDAP MALAM,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,500 Mb,Jl.Raya Babaksari RT.001 RW 001,Sariwonorejo,Babaksari,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,1,2
Yuni Nur Sa'adah,Nur Sa'adah,,Kurikulum 2013,Pagi,KB KUNCUP HARAPAN,8CDFF5B647E8A6462652,69874727,Swasta,KB,Yayasan,503.2.34/137./437.74/2019,2019-05-02,503.2.34/137./437.74/2019,2019-05-02,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874727 KB KUNCUP HARAPAN,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,10 Mb,Jl. Tambak Rejo RT. 01 RW.01,wedani,Wedani,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,1,1
PLT - JUMARIYANTO,Iswadi,B,Kurikulum 2013,-,POS PAUD DELIMA,4B993E87B53B3D46D0AA,69839939,Swasta,SPS,Yayasan,,,421.9/19184,2007-08-30,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839939 POS PAUD DELIMA,Bersedia Menerima,-,Proses Sertifikasi,PLN,450,Tidak Ada,MRUNGGI,Mrunggi,SENDANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,-5,114,24,13
AMIK SUSWATI,Diah Arifatun Nisak,,Kurikulum 2013,-,SPS SEKAR MELATI,B8EAC4D2E42A861E4A61,70038162,Swasta,SPS,Lainnya,503.9.1/07/437.74/2023,2023-02-23,503.9.1/07/437.74/2023,2023-02-23,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,Tidak Ada,Jl. Krajan Tengah No 01 RT 001 RW 001,,Sekargadung,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,1,
PLT - Margareta Panjaitan,Nanang Triyanto,A,Kurikulum 2013,-,SMKS BOPKRI 1 YOGYAKARTA,768F217A1F44D5437C9B,20403167,Swasta,SMK,Yayasan,1522/I.13.5/R.1985,1985-10-12,0315/I13/M/Kpts/1987,1987-09-10,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG  CONDONGCATUR...,SMKBOPKRIIYK/BOMM...,Bersedia Menerima,-,9001:2008,PLN,25000,500 Mb,JL. CIK DI TIRO NO. 37 YOGYAKARTA,-,Terban,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55223,-7,110,6,2
KUNTIANI,DIDIN TRISMAYANTI,,Kurikulum 2013,-,KB MATHOLIUL ANWAR,E1D50B92EAF325616246,69934740,Swasta,KB,Yayasan,421.9/2761/403.53/SK/2007,2014-06-08,503.2.34/105/437.74/2020,2020-11-05,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69934740 KB MATHOLIUL ANWAR,Bersedia Menerima,-,Belum Bersertifikat,PLN,1300,30 Mb,Jl. Raya Tambakberas Cerme,Tambak Beras,Tambakberas,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,4,1
EVIT WIDIYANTI,Rani Suciningati,,Kurikulum 2013,-,SPS TAMAN POSYANDU BUNGA CAMELIA,42D2B1959D183719F725,69939511,Swasta,SPS,Yayasan,421.9/887/437.53.4/2011,2011-06-06,503.2.34/35/437.74/2020,2020-09-23,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69939511 SPS TAPOSBUNGACAMELIA,Bersedia Menerima,-,Belum Bersertifikat,PLN,1200,3 Mb,Desa Padangbandung RT 004 RW 001,padangbandung,Padang Bandung,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,-7,112,4,1
PLT - MULYANI,MULANDARI,,Kurikulum 2013,-,POS PAUD DEWARUCI,2895CC1BD790CF93F35C,69839930,Swasta,SPS,Lainnya,421. 099/KPTS/2012,2012-03-17,421. 099/KPTS/2012,2012-03-07,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839930 POS PAUD DEWARUCI,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,GUNUNG GONDANG,Gunung Gondang,Margosari,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,7,110,22,11
YANIK ISMAWATI,NISWATIN,,Kurikulum 2013,-,KB MELATI PUTIH,B6406FEE651927120095,69933407,Swasta,KB,Yayasan,421.9/706/437.53/2015,2015-05-06,503.67/134/437.74/2021,2021-05-31,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69933407 KB MELATI PUTIH,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,Desa Pandu Cerme,MANDO,Pandu,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,1,5
Dede Zakiyuddin,Eko Joko Santoso,A,Kurikulum 2013,-,SMKS PERINDUSTRIAN YOGYAKARTA,3607F9FBB1CA5C2C481C,20403309,Swasta,SMK,Yayasan,0263/H/1986,1986-05-03,421/6213/KP2TSP/2017,1986-05-03,Tidak ada,BPD,SENOPATI,SMK PERINDUSTRIAN YOGYAKARTA,Bersedia Menerima,-,9001:2008,PLN,23000,10 Mb,JL. KALISAHAK (KOMPLEK BALAPAN 26) YOGYAKARTA,KLITREN,Klitren,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55222,-7,110,59,15
TIS'AN SHOBIKHA,TIS'AN SHOBIKHA,,Kurikulum 2013,Pagi,SPS TAMAN POSYANDU BUNGAH KAMBOJA,423D659473FE1E58F65D,69991941,Swasta,SPS,Lainnya,503.2.34/108/437.74/2019,2019-07-25,503.2.34/108/437.74/2019,2019-07-25,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69991941 SPS TAPOSBUNGAHKAMBOJ,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,1200,50 Mb,Desa Petiyin Tunggal,Jetis,Petiyin Tunggal,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,1,1
ULIYAH FEBRIYANTI,Uliyah Febriyanti,,Kurikulum 2013,-,KB MUSLIMAT NU 156 KHUBBUL WATHON,203D56AD70AF797ECFA9,69992809,Swasta,KB,Yayasan,503.2.34/190/437.74/2019,2019-11-13,503.2.34/190/437.74/2019,2019-11-13,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69992809 KBMNU156KHUBBULWATHON,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,5 Mb,Jl. Kusuma Bangsa No. RT 003 RW 002,gedang kulut,Gedangkulut,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,3,2
"NASIP, SE.",LAILA NURROHMAH OKTAVIA,C,Kurikulum 2013,-,POS PAUD EKARINI,477A43B73FA346AB3425,69839940,Swasta,SPS,Yayasan,,,421.9/1316,2007-06-04,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839940 POS PAUD EKARINI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,50 Mb,SECANG,SECANG,SENDANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,-7,110,27,15
siti nadhokah,Siti Nadhohah,Belum Terakreditasi,Kurikulum 2013,-,SPS TAMAN POSYANDU DELIMA,FFF4D17373AE5EF5E0B1,69939633,Swasta,SPS,Yayasan,421.9/1759/437.53/2014,2014-07-02,421.9/1759/437.53/2014,2014-07-02,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69939633 SPS TAPOS DELIMA,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,2200,300 Mb,Jl. AhmadYani RT. 1 RW. 1 Sambogunung,Sambogunung,Sambogunung,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,-6,112,1,1
DIANATUL ISLAMIYATI,DIANATUL ISLAMIYATI,B,Kurikulum 2013,Pagi,KB MUTIARA BIRU,2B4DD1472544CE6E3A81,69874712,Swasta,KB,Yayasan,42.19/616/403.53/SK/2008,2008-11-03,503.2.34/189/437.74/2019,2019-11-13,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874712 KB MUTIARA BIRU,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2200,1 Gb,"PERUM CERME INDAH BLOK O NO. 230, 265, 266",,Betiting,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,,
KASIH,Sarti,C,Kurikulum 2013,-,POS PAUD GENTA DEWATA,CA2ABA9288172B9F0C9D,69839941,Swasta,SPS,Yayasan,,,421.9/0255,2006-01-16,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839941 POS PAUD GENTA DEWATA,Bersedia Menerima,-,Belum Bersertifikat,PLN,449,Tidak Ada,BLUBUK,BLUBUK,SENDANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,46,23
"Beni Setyo Wibowo, S.Pd",Paimin,A,Kurikulum 2013,-,SMKS PIRI 1 YOGYAKARTA,DAEFCD49B6C015BDFB84,20404183,Swasta,SMK,Yayasan,0264/B/1986,1986-05-30,0264/B/1986,1986-05-30,Tidak ada,BPD YOGYAKARTA...,BPD YOGYAKARTA CABANG (006)  SENOPATI...,SMKPIRIIYOGYAKARTA/BOSDA...,Bersedia Menerima,-,9001:2008,PLN,35000,300 Mb,JL. KEMUNING NO. 14 BACIRO YOGYAKARTA,Baciro,Baciro,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55225,-7,110,89,21
MU ULFINI,Mu'indah,,Kurikulum 2013,-,KB NURUL HUDA,699838F51CC51DDE56AB,70036450,Swasta,KB,Yayasan,503.9.1/69/437.74/2022,2022-12-15,503.9.1/69/437.74/2022,2022-12-15,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,Dusun Sawahan RT 002 RW 008,SAWAHAN,Gedangkulut,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,8,2
Ngatinah,Budi Wahyuni,C,Kurikulum 2013,-,POS PAUD KALIPETIR LOR,A443D3944E2F185827D4,69839929,Swasta,SPS,Lainnya,,,421.9/838,2007-04-26,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839929 POS PAUD KALIPETIR LOR,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,KALIPETIR LOR,KALIPETIR LOR,MARGOSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,,
ARIF SOEPRPTO,R. MUHAMMAD NUR ALDIYON,,Kurikulum 2013,-,PKBM HOMESCHOOLING ENTREPRENEUR,2FF75270CB8E675EBA78,P9997452,Swasta,PKBM,Yayasan,0220303341713/8512,2020-09-07,0220303341713/8512,2020-09-07,Tidak ada,BPD YOGYAKARTA,SENOPATI,P9997452 PKBM HOMESCHOOLING ENTREPRENEUR,Bersedia Menerima,-,Belum Bersertifikat,PLN,4000,50 Mb,Jl. AM Sangaji No. 86,Karangwaru,Terban,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55241,-7,110,59,12
Winarmi,INTANIA GALUH SEKAR ARUM,B,Kurikulum 2013,Pagi,KB NURUL ILMI,B4FE9923D59D28476FC2,69874729,Swasta,KB,Yayasan,421.9/116/403.53/2007,2007-01-22,503.2.34/07/437.74/2019,2019-03-14,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874729 KB NURUL ILMI,Bersedia Menerima,Pagi,9001:2008,PLN,898,500 Mb,JL. KIHAJAR DEWANTARA NO.27,PADEG,Padeg,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,-5,114,2,5
PLT - SUPRAPTI,Zakiyah Sukron,C,Kurikulum 2013,-,POS PAUD KALISOKA,DF9341B3AC0A57954FCC,69917093,Swasta,SPS,Lainnya,421.9/0268,2008-01-29,421.9/0268,2008-01-29,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69917093 POS PAUD KALISOKA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,KALISOKA,,Margosari,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,,0,0,,
Alifah,Muafah,,Kurikulum 2013,-,SPS TAMAN POSYANDU DHARMA WANITA PERSATUAN KENANGA,DA4B2AE0BDBE58B897C4,70012538,Swasta,SPS,Yayasan,503.2.34/104/437.74/2019,2019-07-22,503.2.34/104/437.74/2019,2019-07-22,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,70012538 SPS TAPOS DWP KENANGA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,5 Mb,Raya Dukuhkembar RT 007 RW 002,,Dukuh Kembar,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,,0,0,,
KRISTIN RATNA YUNITA,SRI HAYATI,,Kurikulum 2013,-,KB NURUSH SHIBYAN,CC4F7F73820E037AAD41,69874703,Swasta,KB,Yayasan,421.9/616/403.53/SK/2008,2008-11-03,503.2.34/169/437.74/2019,2019-10-22,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874703 KB NURUSH SHIBYAN,Bersedia Menerima,-,9001:2000,PLN,450,300 Mb,Jl. Lapangan RT 001 RW 001,dooro,Dooro,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,1,1
KUSNANTO,Krisna Mukti Wibowo,A,Kurikulum 2013,Sehari penuh (5 h/m),PKBM HSPG,D72786BE1CE1B2B73124,P9908270,Swasta,PKBM,Lainnya,W13-UL/148CV/HK00/VI/2011,2011-06-17,220259,2022-12-22,Tidak ada,BPD YOGYAKARTA,SENOPATI,P9908270 PKBM HSPG,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,22000,100 Mb,"JL. LANGENSARI  43, KEC.GONDOKUSUMAN, KOTA YOGYAKARTA,PROV.D.I.YOGYAKARTA 55222",,Klitren,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55222,-7,110,57,15
YUNALIATI,Yemta Ariyasmi,B,Kurikulum 2013,-,POS PAUD KARTINI,9AF14D7321A9313C6CF0,69839926,Swasta,SPS,Lainnya,,,421.9/890,2007-04-28,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839926 POS PAUD KARTINI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,SENDANG RT 30 RW 14,SENDANG,KARANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,,
EVI ROHMAWATI,EVI ROHMAWATI,,Kurikulum 2013,-,SPS TAMAN POSYANDU KASIH IBU,BB771B0F230FA854CEEF,69942357,Swasta,SPS,Lainnya,421.9/2054/437.53/2014,2014-10-22,503.2.34/130/437.74/2020,2020-11-23,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69942357 SPS TAPOS KASIH IBU,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,500 Mb,Jl. Sengkeran Desa Bulangan RT 01 RW 003,Bulangan,Bulangan,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,11,3
"SLAMET SUPRIYONO, S. Si",Rika Wulansari,C,Kurikulum 2013,-,POS PAUD KENANGA,75E7F7EB8D3FBFA25814,69839937,Swasta,SPS,Yayasan,421.1/140/KPTS/2009,2006-03-19,421.1/140/KPTS/2009,2006-03-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839937 POS PAUD KENANGA,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,KROCO,KROCO,Sendangsari,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,-7,110,20,11
UMI KHOLIFAH,Devi Churriyah,,Kurikulum 2013,-,KB PERMATA BUNDA,5FEC444C65FF21F99BC2,70036087,Swasta,KB,Yayasan,503.9.1/65/437.74/2022,2022-11-30,503.9.1/65/437.74/2022,2022-11-30,Tidak ada,,,,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,Desa Cerme Kidul,CERME KIDUL,Cerme Kidul,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,0,0,1,5
"SUDARMAJI,S.Ag",Dhany Setyawan,A,Kurikulum 2013,Siang,PKBM REKSONEGARAN,F4D7F6BA1ACCE48ED6F2,P9947974,Swasta,PKBM,Yayasan,AHU -0021940.AH.01.04.Tahun 2020,2020-07-18,Nomor : 000000000000000220128,2022-07-13,Tidak ada,BPD YOGYAKARTA,SENOPATI,P9947974 PKBM REKSONEGARAN,Bersedia Menerima,Siang,Belum Bersertifikat,PLN & Diesel,2000,300 Mb,KLITREN LOR GK.3 NO 531,Klitren,Klitren,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55222,-7,110,22,5
SUN HIDAYATI,SULESTARI,,Kurikulum 2013,-,SPS TAMAN POSYANDU KEMUNING,9E19F56AB779F868A5AC,69991937,Swasta,SPS,Yayasan,503.2.34/III/437.74/209,2019-07-25,503.2.34/III/437.74/209,2019-07-25,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69991937 SPS TAPOS KEMUNING,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,1 Gb,Jl. Kusuma Bangsa No. RT 003 RW 002,Karangcangkring,Karangcangkring,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,3,2
SRI RAHAYU,Astutik,C,Kurikulum 2013,-,POS PAUD MATAHARI,F288CD5AE523363D335C,69878454,Swasta,SPS,Lainnya,421/100/KPTS/2012,2007-06-09,421/100/KPTS/2012,2007-06-09,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69878454 POS PAUD MATAHARI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,TIMPANG,TIMPANG,Pengasih,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,41,17
SUDIJARTO,Sukmo Purwodiharto,B,Kurikulum 2013,Sehari penuh (5 h/m),SKB KOTA YOGYAKARTA,1AA052A9675D9A0D0401,P2960844,Negeri,SKB,Pemerintah Daerah,72/2008,2008-12-02,30/2016,2016-07-15,Tidak ada,BPD YOGYAKARTA,SENOPATI,P2960844 SKB KOTA YOGYAKARTA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,10000,100 Mb,BUNG TARDJO NO 9A,Mangkukusuman,Baciro,Kec. Gondokusuman,Kota Yogyakarta,Prov. D.I. Yogyakarta,55225,-7,110,5,2
Romela,Fathmatur Rohmah,,Kurikulum 2013,Pagi,SPS TAMAN POSYANDU MATAHARI,0FA1BA68B2AA20D5F96B,69942355,Swasta,SPS,Lainnya,421.9/2025/437.53/2014,2014-09-18,421.9/2025/437.53/2014,2014-09-18,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69942355 SPS TAPOS MATAHARI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,2300,Tidak Ada,Desa Mentaras,,Mentaras,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,-6,112,12,5
FARIKHATUN,Puji Lestari,B,Kurikulum 2013,-,POS PAUD MAWAR,1656D24829AF7F73F0E0,69839942,Swasta,SPS,Yayasan,,,421.9/0258,2006-03-19,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839942 POS PAUD MAWAR,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,Tidak Ada,GEGUNUNG,Gegunung,SENDANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,35,18
Rini Pujiastuti,Dimas Adhitya Surya Suseno,A,Kurikulum 2013,-,TK NEGERI 5 YOGYAKARTA,0555ECC452562A031C3D,20409031,Negeri,TK,Pemerintah Daerah,341 Tahun 2020,2020-06-25,341 Tahun 2020,2020-06-25,Tidak ada,BPD YOGYAKARTA,SENOPATI,20409031 TK NEGERI 5 YOGYAKARTA,Bersedia Menerima,-,Belum Bersertifikat,PLN,2200,50 Mb,JL. HAYAM WURUK 9,Tegal Panggung,Tegal Panggung,Kec. Danurejan,Kota Yogyakarta,Prov. D.I. Yogyakarta,55212,-7,110,66,16
YULIANA,YULIANA,,Kurikulum 2013,Pagi,KB PERMATA HATI,7676D81E7CAB7A1FA7A4,69874708,Swasta,KB,Yayasan,421.9/616/403.53/SK/2008,2008-11-03,503.2.34/05/437.74/2019,2019-04-01,Tidak ada,BPD JAWA TIMUR,CAPEM CERME,69874708 KB PERMATA HATI,Bersedia Menerima,Pagi,Belum Bersertifikat,PLN,900,Telkom Speedy,DUNGUS LOR,DUNGUS LOR,Dungus,Kec. Cerme,Kab. Gresik,Prov. Jawa Timur,61171,-7,112,1,3
GUNAWAN,SITI WIDAYANTI,C,Kurikulum 2013,-,POS PAUD MELATI,75D966D83D5E28332695,69839945,Swasta,SPS,Yayasan,,,4211138KPTS,2008-06-01,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839945 POS PAUD MELATI,Bersedia Menerima,-,Belum Bersertifikat,PLN & Diesel,900,Tidak Ada,KLEGEN,KLEGEN,SENDANGSARI,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,12,7
MALIHATIN,Zumrotun Mashfufah,,Kurikulum 2013,-,SPS TAMAN POSYANDU PAUD MAWAR,5C09B3801FDF99D76E1A,69939534,Swasta,SPS,Lainnya,421.9/522/437.53/2015,2015-01-30,503.67/66/437.74/2021,2021-04-09,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69939534 SPS TAPOS MAWAR,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,Jl.Raya Tiremenggal No.2 RT.001 RW 001,Kaliagung,Tiremenggal,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61154,-6,112,7,3
PUJI ASTUTI,Dra. Puji Astuti,B,Kurikulum 2013,-,TK ABA LEMPUYANGAN,5ABA5D5DDC4056F9CF27,20409033,Swasta,TK,Yayasan,2419/KEP/1.0/B./2019,2019-11-28,220109,2022-06-27,Tidak ada,BPD YOGYAKARTA,SENOPATI,20409033 TK ABA LEMPUYANGAN,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,30 Mb,JL. RONODIGDAYAN NO. 1,LEMPUYANGAN,Bausasran,Kec. Danurejan,Kota Yogyakarta,Prov. D.I. Yogyakarta,55211,-7,110,14,5
SUGIYANTO,kholifatul mujahidah,C,Kurikulum 2013,Sehari penuh (5 h/m),POS PAUD NARAYANA,E7BD5BC00A5BDCE9D2E2,69839933,Swasta,SPS,Lainnya,,,421/095/KPTS/2012,2012-03-07,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839933 POS PAUD NARAYANA,Bersedia Menerima,Sehari penuh (5 h/m),Belum Bersertifikat,PLN,900,Tidak Ada,CLAWER,CLAWER,PENGASIH,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,0,0,32,13
LULUK KHULAILAH,Lailah Wardati,,Kurikulum 2013,-,SPS TAMAN POSYANDU PAUD MELATI,2CE773D5CABBB1888943,69939631,Swasta,SPS,Lainnya,421.9/1662/437.53/2015,2015-10-30,421.9/1662/437.53/2015,2015-10-30,Tidak ada,BPD JAWA TIMUR,CAPEM SIDAYU,69939631 SPS TAPOS MELATI,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Indosat IM3,Desa Kalirejo,kalirejo,Kalirejo,Kec. Dukun,Kab. Gresik,Prov. Jawa Timur,61155,0,0,6,3
FITRIAH KUNTI WIKANSARI,ERNA WIWIK INDARTI,A,Kurikulum 2013,-,TK ABA MUBAROK,39E69123CEE96C7B0535,20409032,Swasta,TK,Yayasan,1987/I.13.1/i.85,1985-10-30,220140,2022-07-19,Tidak ada,BPD YOGYAKARTA,SENOPATI,20409032 TK ABA MUBAROK,Bersedia Menerima,-,Belum Bersertifikat,PLN,450,1 Gb,JL. TUKANGAN No 1,Tukangan,Tegal Panggung,Kec. Danurejan,Kota Yogyakarta,Prov. D.I. Yogyakarta,55212,-7,110,17,4
SUWANTO,Novita Rahmawati,,Kurikulum 2013,-,POS PAUD PARIKESIT,7B9FEC9B479AB95AC7A8,69839932,Swasta,SPS,Lainnya,,,421/090/KPTS/2012,2012-03-07,Tidak ada,BPD YOGYAKARTA,BANK BPD DIY CAPEM TUPEN,69839932 POS PAUD PARIKESIT,Bersedia Menerima,-,Belum Bersertifikat,PLN,900,Tidak Ada,TUNJUNGAN,TUNJUNGAN,PENGASIH,Kec. Pengasih,Kab. Kulon Progo,Prov. D.I. Yogyakarta,55652,-5,114,29,11
